delta_P,r,mu,L,Q
1401.8445049048569,0.0015167256965224914,0.005096421077789855,0.5808362586439807,9.841671968393252e-07
2734.860420285946,0.0021949326614685476,0.005294987704946631,6.7024477070086546,7.023950876346476e-07
6053.406559005053,0.006993946017240606,0.002748147335407789,5.995874752165212,0.0003451884591041286
829.2064345889204,0.001327294532800776,0.008123414864854274,4.962243281596474,2.50711979310789e-08
7672.030416437015,0.009124318197507955,0.0013490708991046284,5.955551017453412,0.0025990531883287584
6549.721500941397,0.007162182663980928,0.0014373299059203943,6.660624924025057,0.0007069567601710935
9699.961712365883,0.005500914239293198,0.00989455291074116,7.958034078822725,4.429629806704123e-05
7310.762898661213,0.008218342948450036,0.006239655400349859,7.88341098319639,0.0002662470793544956
7040.58865209794,0.002619299939002298,0.006032100224226567,9.264660826903384,2.3286901962913186e-06
687.5016787355343,0.005455417263595363,0.007384526947229266,3.7930170662412603,8.537644496108235e-06
4223.549895285201,0.0020021149904496396,0.005975022242336017,5.109963878512345,8.728431896705964e-07
6717.197305628126,0.003088390185120828,0.007510681386425738,5.9559990387718456,5.364665986729096e-06
256.53814792579055,0.0011403031443384406,0.004179888665071683,1.7281233275027372,2.358053647688951e-08
3415.0450323873633,0.005053214750278914,0.005451849262340196,2.7965230653370488,5.735418277716081e-05
3872.9564179132562,0.003491884338999873,0.00529647073211324,3.582154988341965,1.1918207635941347e-05
3186.0806233508915,0.0009733176738565152,0.007477179089739152,0.27807689496179644,5.400480434134513e-07
6475.7382382943215,0.002284862706149106,0.0030811808876340147,4.65439290638629,4.832917373690501e-06
5810.972170997656,0.005051918518287234,0.0038821891276268885,2.5602343726485666,0.00014954696975420117
8373.514338626595,0.0013241831423469522,0.0016469144407665142,7.5842695753270855,8.094221303629885e-07
8971.345267874422,0.00941850806806525,0.007197808363336367,7.5237111486315635,0.0005119334646871549
1795.0018902916781,0.00369629336859819,0.00922445290173202,1.5880108430730318,8.982483895611533e-06
9698.150410249471,0.0068884895154160885,0.0052473106399432284,8.116696290701247,0.00020133938465582505
3452.9507104438726,0.0038778498330949485,0.00998567308466711,0.7109905594892625,4.3188988811725365e-05
5769.410202576882,0.00809109223360246,0.006332035001584578,1.3325383804762354,0.0011507921162336773
2308.38388286182,0.0056102018790701895,0.00720501650534696,3.21166263919009,3.880761710272655e-05
879.504471640694,0.006274327363357506,0.00802212035425504,6.454966640563459,1.0336736825884099e-05
3388.7047138478624,0.007185106252314212,0.0022618223632132235,3.6379193155801755,0.00043103728170881296
5226.090379013482,0.008188888065882001,0.00894966385746239,5.804301095542461,0.00017765600174115008
8542.74683532621,0.001055026999402545,0.006316349562991412,6.637013649614487,9.914546402199037e-08
3679.4610520487845,0.0010480764052063747,0.0022375798663163884,4.332638670904756,1.798394040729544e-07
3799.506233792272,0.005506923003050892,0.009441873439429177,1.5441698064086415,9.411738090456616e-05
554.8368718640286,0.006410239560282667,0.005953328812345743,5.583211927196127,1.1068232091854685e-05
2951.005857623624,0.009877900742351892,0.009498342250838357,9.92511428909874,0.00011703217004977984
5336.512055138001,0.0023286379549392437,0.0026623382992751344,2.2577317262142578,1.0251553730084463e-05
3498.924619458378,0.00906682514912545,0.00599840562372327,1.2236894341597355,0.0012650520472121862
2426.9413927647947,0.00037534872600785546,0.0054122341624517544,7.647137045449997,4.570708319040489e-10
4649.581767706294,0.008213197959753307,0.008412195615716874,9.735866908819665,0.00010144693871702412
9599.648261934133,0.00959685332796165,0.005958256519072687,8.303639038013271,0.0006463131271239682
2553.044215095115,0.0013593829812861545,0.006666971940515733,7.57350811886303,6.780470226652256e-08
6896.72526744542,0.003246112983842197,0.005556403506890003,5.426071525970372,9.974199437066301e-06
987.6765319893708,0.0038014458408822463,0.004801234884910879,3.94110906436164,4.280538858391417e-06
5034.8530076851075,0.002291284199066629,0.005896980067836579,0.9911271095842756,9.324026672322919e-06
7508.466149984342,0.004546505531715989,0.006765936619994371,7.509281426604459,2.4796803598765145e-05
7093.7694665040635,0.002777989296176395,0.004837380223903913,2.2333991838131397,1.535616078115852e-05
9961.104855290512,0.008617870674978642,0.0057209657467838055,0.8267466458937777,0.004561687162075455
3538.36999375119,0.0018885845828581238,0.00888197472349729,7.902840362496937,2.518350342715581e-07
9127.04384227291,0.006830020278116197,0.0011459514460390784,1.4420686992991518,0.004719824250856622
295.2753681735787,0.008182207544827099,0.006882633616221602,7.819328489282218,9.65706070160249e-06
5396.501446528004,0.0035937415577650947,0.005377501509627983,9.820818791483516,6.6931616197190034e-06
255.35442179485293,0.008273830536843638,0.0074695981476407165,5.13024515861381,1.2262934174873571e-05
5142.743291070784,0.006293600901749344,0.008659626978872776,5.651270877562979,6.474499777602946e-05
1223.192171004687,0.005933518641812801,0.001481615603144637,7.457455079917393,5.388620934922369e-05
6134.4180199560515,0.0017112838328666566,0.0037905829736278964,9.469511550378455,5.755563592165594e-07
1911.8793174222196,0.005597420105351378,0.00903426396729079,8.31522528344428,9.810817081166694e-06
1391.1626835292518,0.0015692230357053313,0.005196701937459285,9.416099200923094,6.769828568648257e-08
9443.96357480661,0.0033506190249789018,0.0014179044967260386,8.577156950672217,3.843474928831228e-05
9530.39950285912,0.000757625809725423,0.006789347641026168,1.3260742860599601,1.3696012257075025e-07
7148.508757843719,0.004484009547057606,0.0027878559409557488,2.9717405323057893,0.00013698097009162756
8615.52654827501,0.002525424958680449,0.004124043005332104,8.44240737597982,3.95266577936695e-06
9515.84104792612,0.0017354658967276993,0.003936977056974029,2.9531293007163133,2.91558732518245e-06
8687.533842963943,0.006068254205686963,0.007176704379559494,5.447913056602081,0.0001183194744737209
5375.822637209527,0.008087880569694512,0.004426471851951441,5.678964996165512,0.0003593493280654325
6478.523090502712,0.0029143414334495583,0.005845546090098842,3.557010429562676,8.826476961765949e-06
3212.574110605909,0.005400272657554941,0.002761000608595991,8.479643675896812,4.582808250610262e-05
8219.46101818022,0.00864747491116061,0.009403835203373033,2.1907229464560385,0.00087612889049233
6663.57700199556,0.001404122861196068,0.003734563103314186,7.873098039371948,3.459411988558296e-07
1554.9448274631563,0.009000116808058713,0.003084763929022766,3.771751526725557,0.00034435186927483854
2016.374072220677,0.007099857292948609,0.008974473958045185,3.1181256293704833,7.189966343420972e-05
2690.0698461529973,0.006841883332733207,0.009131725019168965,4.620336087674537,5.4865546134532214e-05
6290.4793999139965,0.008517813895525937,0.009245649579171067,0.8379358356835371,0.001678448517844931
8930.8148134978,0.006492473421715799,0.007079772276526152,4.723858751467217,0.00018632687472180826
1951.0083033293226,0.0018127812005935677,0.00847638289960288,4.611981709539286,2.1164227210467995e-07
3370.8820886494627,0.007917915025928441,0.0028845525574160633,4.1110215602119755,0.0004387514683862209
9359.660939619378,0.0029389600861385373,0.002450655920270506,4.590084833987574,2.437764243003425e-05
7443.548465964973,0.008357510752759157,0.0046252445586772144,1.612065059922606,0.0019126275899335003
5297.769804117524,0.004809414102022409,0.006293742546758152,7.99474095433743,2.212117998594769e-05
5033.389959858558,0.003832692539982966,0.0012537217948445155,1.3616755285619933,0.0002498397757472917
3681.501266299073,0.0008210222637726599,0.005855298429738056,6.151517344993511,1.823783526344187e-08
9248.510996749314,0.004548238997887364,0.0063395913680421466,2.4470773480098313,0.00010018341953006184
6677.006730625546,0.00776553839036861,0.005622369431243511,2.3841410979237803,0.0007113390509966933
8471.011515050042,0.0037491398911798403,0.0063796193710293,1.9132096616808218,5.384735882836786e-05
2382.0493361946797,0.004421087417345093,0.002037795586411555,1.004269290999498,0.0001746289515797902
1285.5176505538186,0.0035763997379244274,0.0016538032107569689,4.569828000729466,1.0927944032664038e-05
8519.82539538224,0.0019823164067123483,0.004947229011765347,1.5578893540575047,6.70322593402253e-06
6958.298156584452,0.005951670471446795,0.006707206814318154,4.175809947770265,0.00012241538618795256
7196.210961147474,0.0043344182170063856,0.006761491601818084,9.280798528688567,1.589495000256815e-05
9706.040207415519,0.00037563224585624046,0.004111349142805941,9.200553193145081,2.0061118315300516e-09
948.4430728506835,0.0011468255715173896,0.005143158265620656,3.969885497671954,3.155387914260436e-08
6138.629771613322,0.005053615165091626,0.005267168053942548,3.495739850072662,8.539328387915635e-05
3183.6174914323824,0.0026180433935491226,0.0025267624933877344,7.747832002674722,3.000153760907057e-06
1906.236220509917,0.007056145744764766,0.003858692125256444,3.403550927832297,0.00014129747179575519
1079.29443053166,0.004768365547367298,0.002982779214186288,4.202045329998119,1.7482202494289247e-05
2705.2193386086697,0.00859954823816652,0.0019145526768713328,2.4647595164161618,0.0012311842321669553
2258.3627470543006,0.007821551859584977,0.0017936000993487645,3.429095414964064,0.0005396598580255583
4303.886038052171,0.009742843175269482,0.007812960267791016,7.363600519979302,0.00026470226747413324
4689.662156896082,0.0033379578120545984,0.0010041050083976716,2.075175963442471,0.00010972125207515899
5411.750969844113,0.009534135217790793,0.0074375400206792945,7.755869190404337,0.00030441295160127445
2944.5695579080107,0.0019591198780863346,0.006681665156375407,0.7347625283155228,3.469716894389782e-06
1253.0567588423291,0.008241958289721648,0.0018821934130981023,9.36913643846716,0.00012876222297371028
926.3816265258728,0.004922909975159192,0.002061355288149676,4.651919231152998,2.2281908006971484e-05
6914.369248789612,0.006859808583439068,0.0049515514542458824,5.474315656770362,0.00022181418262415102
2351.7075644572806,0.005080118245200608,0.008761245189565614,8.976704911628664,7.820881445060268e-06
7397.480546356173,0.003665027041202287,0.009738037229944166,9.429077257713255,5.708366198477893e-06
9356.698640442364,0.0020987444115949413,0.0017042091031822613,1.0304055666857335,4.0596599907221287e-05
483.1850133850996,0.003505569818021397,0.005591152197564443,3.8075428663658553,1.3460516036318862e-06
5920.12361045918,0.0030614080880130767,0.009947048292201496,3.8494508724237066,5.33313470845869e-06
5449.684531588282,0.006295354527648458,0.004845288800755556,6.130964083690052,0.0001131523503931095
6984.613834517499,0.0028014725452626104,0.004497149954502287,8.896327103460235,4.2227916720448e-06
1697.2704510837148,0.0010845841671235765,0.008938819875470076,7.838123367940129,1.3163509657599348e-08
4802.9834316787155,0.0014493156217980161,0.003721097763123558,7.870683851528705,2.8414454272716086e-07
