delta_P (pa),r (m),mu (Pa.s),L (m)
671.5652743994643,0.00990746043424441,0.006482550032553397,4.685878349213099
3061.0477267217816,0.006308330864966685,0.0015487523731123986,1.5456746659100573
9086.746911679276,0.0002742957272709711,0.0031807919048883904,5.953963495439883
571.0730038034513,0.005532404653637804,0.00917278569891138,7.944963624930176
7642.825442990683,0.006309044828578385,0.002109541216955911,5.370384852940865
8538.57955225454,0.008586530680105446,0.0027741885785531953,8.611156130466577
5355.744957842457,0.0036668885078194,0.0090252566822519,6.318031430820793
6335.2453523875365,0.0006058418742253106,0.009475403976613863,0.23225458198781596
9391.531145401004,0.009424726252343498,0.00400958718969314,0.829424933241461
6715.918074611815,0.0019664665059420825,0.008074459389332118,6.099608460325359
7428.603148543803,0.005478399952918149,0.008759376364882157,3.894768616974816
2537.359480541398,0.004406068941814552,0.0033299839035080027,2.2965444903171726
5258.307166199478,0.0017555047776251203,0.0054077809790658805,8.72348223289461
6832.86500205741,0.00144883931812453,0.00334200907245856,1.476210151136172
4542.998701604883,0.009748521967103956,0.003826720412624668,3.8822924063122475
5118.7868638647105,0.00910451174778021,0.001777891884700609,2.6626852665044076
9920.391338340118,0.0036379930658110553,0.002611006178185045,3.0428221524060195
2076.7415476935853,0.003826257941957352,0.0038556518174867062,5.162325824547725
1586.9256493981559,0.009188614734486828,0.0045509266658270535,8.341480792724859
9450.956728880414,0.0036168115504729885,0.007281313690350778,8.649877252091834
5451.27388452834,0.003128339762061958,0.008815466295348566,7.4729916937734755
1951.377380635599,0.008383758665349314,0.004900948719044151,6.490544556043466
154.40803872113662,0.005708310439145111,0.004414249095963839,8.860166308213417
5204.554275420541,0.0005783740198379258,0.0040730073198130025,1.184204790246855
5489.002535439622,0.0033585326488298176,0.0047057868690623325,5.645110754160491
9211.91878999468,0.004651048699648319,0.004054293478569628,5.247962117237491
4466.754934104242,0.0014509790222691523,0.0070650969916469415,7.021402948630403
3364.129648371618,0.005919752701525286,0.008603895455652679,0.3126319924471225
2274.1806151863098,0.004025089564563262,0.0012487902422474333,0.3016425074748733
1879.6792841022748,0.007064029504672467,0.002724957363279214,0.2050432507659721
8379.779146758114,0.005258720600560362,0.009276531452769785,4.575123290688324
7719.926694619394,0.005821940802016617,0.005278672584839511,4.655032867256485
2272.345132485148,0.004229781540076201,0.006468097000483281,8.706339559014355
508.36309826188653,0.001348621548526182,0.0029977546337185902,7.330923391198661
1220.100318881365,0.004054993106372583,0.0020166500246566587,0.22872506166047282
6492.112022739369,0.0016964628995847439,0.005725096996547808,2.390349226193162
4211.428653580958,0.003307993627917349,0.003594156159548488,5.354042121510649
7990.328466306623,0.007710420238002345,0.007758372055302665,9.538153943172412
2421.128946118457,0.008504219546206391,0.009656039570197294,0.3756176289533041
9098.175992635368,0.00739519301391982,0.009033209714015753,6.658878215325689
2890.40207882363,0.0014657688662928102,0.009681540433906132,4.847216637812371
9535.035009984618,0.005719261661336433,0.0077742703209246,5.859255270793382
4445.480425089545,0.003108897720191323,0.0034088877335473077,0.6269303412638406
1645.0446932689956,0.005124682478200565,0.006197287144727171,5.530979208031883
7804.539478372722,0.0026388389305646025,0.005988641494510276,5.521293841218809
6118.541684552882,0.006815350883083859,0.0038386296704370627,2.0445131523817186
3649.1881095570525,0.006603744594284083,0.004948275594712824,1.7922782130344654
8695.489355046902,0.006595012479451157,0.008080488086492244,4.283733108309087
1980.9224913147302,0.007487630702820501,0.002895808746159006,2.7340649478052192
2791.2807103118653,0.005993019169150894,0.009658883632072103,8.324085655401756
5052.245089814529,0.00657434102957077,0.004750367053865841,7.002752206084837
7063.811055196975,0.0004814243130228866,0.005664158162247552,1.450117744815013
4637.214070965146,0.000624362465563447,0.0026692823239631925,8.50624547250495
5152.488242468539,0.0056527106317215674,0.0022161573615601705,3.7518332743075864
9591.007123836383,0.007902249620819254,0.004430206716551085,5.070100223596855
5349.037981629159,0.006456677180772671,0.0034041581243729473,5.815037847679953
6958.8826237377,0.0012123491969684864,0.001932800722794927,4.680951830373157
2934.792804438598,0.009880449469274718,0.0094734025685109,2.276497028889151
7694.173335910223,0.004485676616586198,0.00755456212671508,6.5987774723292745
5340.56294652524,0.004002468002338521,0.009155895522092911,2.775985838181938
1844.2086273832297,0.001871215705299108,0.0039449170207881195,3.772314241337523
1318.0690209441775,0.004644999452615748,0.009557697738166823,6.667130256824784
6427.844098278705,0.0007212923908237022,0.006256328954697718,3.8797876897430097
6946.466512223554,0.004327696409854408,0.006533225793200071,0.7684307012087223
3276.1461664551393,0.009252212530014013,0.005655016090539027,4.779394304940578
2327.5793524202813,0.004892708052431573,0.005620508155548359,0.38229654353272857
4743.162841482372,0.004045771140098476,0.002644921693905564,2.4108398328914964
9723.063175387808,0.002844170370682822,0.006151661388068257,3.1595606669487397
8450.09630691093,0.0012650778492041524,0.008913961819809135,3.5518987762444265
1994.7717924895887,0.006785530023752298,0.005833573244055245,3.5313014135471152
3378.9787521931194,0.00024991619580178053,0.00919017763917757,6.63724310054145
8778.449562839061,0.009821104593257655,0.009851285322814353,5.3747108370071865
3983.822928449768,0.002715855427442338,0.005288056810842285,6.423577105018926
582.700747788389,0.00800376623859754,0.009833859834886022,8.252976473292064
430.16643836078936,0.006389872331090455,0.003836214165501922,3.490462840153608
2110.952096790315,0.007556708926430271,0.008993084805530814,3.125268372162945
9006.801350414129,0.0057533009728929115,0.006941111559147981,9.491480834491169
4463.254672351982,0.008620735847710352,0.007667564736489817,0.3452036168642637
3893.148084542179,0.009767154730527987,0.009995199088621863,8.090813390523802
5415.056380854948,0.0041303667067028775,0.005021103823625901,9.2233945250201
5395.141487109851,0.008314024250775378,0.004515820687822771,7.216707341666128
1094.7622086117394,0.0015611587070196058,0.006939214409690358,8.792134577885799
7046.2955500109165,0.007109186926429147,0.008534349868959004,4.179202900151928
5803.8285315940775,0.007024573463026651,0.006449783297737704,4.728896810995142
8737.658795712003,0.0018287748791524041,0.00911256991757457,9.665886309541124
1735.5402915844463,0.007166005537176697,0.0039356484830859375,9.718418339636246
1999.1824163483411,0.005195802744744526,0.007188265589912091,9.460352581718311
3738.8179227049104,0.005536791007215512,0.007325016488022229,4.682245529177447
9789.997029748944,0.008729996867469446,0.005525169958207265,3.973690032754786
9081.618988043103,0.0023144725424393644,0.00773837895110963,6.1094286553505635
1476.0290395570148,0.0017605630215045073,0.004714542864846443,2.458448287867995
3084.306694037296,0.005946714980135864,0.008480730422428487,1.997505082502056
4656.100511035945,0.007581928007107859,0.003765789996821123,8.28353721110313
4396.628045769305,0.0023006547831487295,0.006751825799186974,8.442537260511562
405.8439396706071,0.008235177460913828,0.0014527635906183692,8.485440675835651
8574.107694621405,0.009660746087171974,0.008722739872295085,7.275623746112241
3132.6686449857307,0.007305793358720844,0.008051923493731617,1.3418601347914645
6525.991080130403,0.007399348506824608,0.008359418427658083,9.162797953790399
3783.9443222468135,0.005194087432366652,0.006316585055132739,8.887513895781952
9036.154205322204,0.006548382318043665,0.007122725942147144,4.685964366155182
2816.2033917492154,0.000668621365330116,0.008620291627230596,0.33475878774632783
4732.846306538558,0.009921675181450519,0.0030481069285446575,3.974200211189668
6608.646471378329,0.00428710899920529,0.008777172976488161,0.9119164247628425
3421.1208427135034,0.009669665479367894,0.005839784286907307,4.1969422431162995
8682.631153229417,0.004821820243640266,0.006869462662021518,7.736177811999687
1739.4572130509077,0.0008998141871789569,0.0031447803405239695,8.030809410223627
9062.191287681368,0.0016009358071756247,0.00865484704843867,0.8286795801740053
1211.6375541619107,0.0075261192084950836,0.001999476626256009,9.047421755583335
3954.2842513060627,0.0009202144956369523,0.005380755866121278,7.305402067901824
675.8436901710019,0.009101097742803136,0.005616854949906762,7.687303214357374
4822.79159481622,0.009636306004037226,0.008768787642454035,0.40612585084068875
7850.8592943280355,0.002865450462754677,0.003044356988025706,9.171360792434962
9835.73762207198,0.005535778578189523,0.008976615753305734,5.369845162764888
2609.7945295800946,0.000657339451505779,0.0036999660035136835,4.943636888418677
8173.639876921132,0.0003091074504552702,0.0017518910471558927,7.690656672925878
7683.270465064762,0.009001148030815417,0.00417045219696964,8.640826172285314
362.14148216033436,0.00789739836904808,0.0027964136479208994,5.514479893018456
8400.999321010333,0.006735047543827448,0.004752953398654583,4.277291021584427
5759.504205007213,0.003766120534394758,0.0065702847124273515,7.66982830955028
5403.806366725777,0.007634023582442837,0.005007700424870952,0.9147989670520096
1671.6648090023766,0.00957191855870676,0.008865603274195374,2.4247457509138806
7242.035212858146,0.002040051740781351,0.0028611772190363896,1.9699271487928516
7253.130772663568,0.0065562029497307,0.004071333098135734,1.8681450560843842
3300.712187447875,0.0029097382758551133,0.005128475786408126,4.241006168645213
4811.9443585807785,0.008608413893734719,0.002496708214677747,8.526380380341342
2061.20237637227,0.002972912788499281,0.00892192629901194,1.2101448022274406
8990.736274883035,0.009877235036317038,0.0036749516610078995,1.9691828865490768
3467.7387338128624,0.00032803924779441814,0.0014002000971404937,8.342846907456495
2996.733328500361,0.007114960287306964,0.006759612319947038,8.023811896152147
4000.160110900315,0.006082456877478825,0.008363048834262112,4.279202332845102
9831.228286577778,0.006062617093051092,0.0024009508438950404,0.5145970624728932
604.3393379681695,0.005347389837263963,0.001486555045513685,0.7490638730246942
669.9057335464317,0.008999630008392568,0.007967124079116343,1.2779412057974924
8779.115667038595,0.00598030134080053,0.0016610034686611124,8.32894287903295
2795.9147290924125,0.0011049409702820262,0.0049431983375992404,9.851707026230876
113.30467744167669,0.008924882407674382,0.007953445403483386,8.206012902366426
522.401101287748,0.008529667300960235,0.0023389373804914466,7.468854901787043
718.8703189245424,0.005275355213339377,0.0047499263716580635,5.020555299207673
1336.8756620571935,0.0039096435512483655,0.007570169140499471,7.085506674398945
9242.407880741996,0.0003656996706148246,0.006108325396634131,8.653934571040837
953.5241927772898,0.0013510772776927549,0.005752976427157497,6.832937686202879
3038.781786753699,0.005559342217548607,0.004211750904250819,7.166846258738769
8592.461328971045,0.005528701465893822,0.00865318147140849,1.6797019340933508
1130.8643443947044,0.006791817800204659,0.0010934199881887405,1.7019795288639097
4666.332947483481,0.0012835216515641491,0.003600130446791132,2.82420702426015
5212.722299481417,0.005616005314192734,0.0030339167633360417,7.0443557066228575
9234.459812702104,0.0022156142569922737,0.009099729744435462,6.563150283304122
4176.075101188987,0.005417798001800519,0.0014141750881969623,9.416733484607454
1263.934856754207,0.0012874324977226528,0.0028723553031656706,4.7562702747754315
5153.125227348385,0.002590906380030879,0.006967742136718864,1.5635128500401734
5934.560605843554,0.003216069532626862,0.0017633891392547332,0.5412520076358506
1355.5415707420882,0.006098609253301231,0.005249924800794959,4.539553445379169
8606.937211656736,0.00517739443723329,0.008011201491029492,0.7527051268377434
6399.023573372428,0.009986829594780693,0.0028088244123231536,1.2825650766748273
2228.927536468408,0.003973788290737395,0.006368184777039015,7.084121770199632
4934.66715256316,0.008516955644836843,0.002520139286528643,1.3193159836149693
3800.2073875156007,0.007957345722267185,0.003740399539174205,7.831602081797618
180.67084621037048,0.008105197579332483,0.0016058010646158444,0.8278734082540665
1942.220311766043,0.00861575213086419,0.00551126350746998,2.213618337567533
1189.9646100980733,0.005723849539524522,0.0016740049366264617,9.043422791859347
5044.624248674267,0.008567878457338437,0.006190845862328479,3.3532285013030267
2953.5585865489006,0.006757115669904037,0.008480208073722467,5.442778432658193
8830.71074932313,0.0072942466828008175,0.002323424103458766,2.347354024984153
3074.490395248805,0.0015213628446439724,0.005038024267866293,8.666951167448921
3681.4933827531645,0.0028711586399478074,0.006440171446839243,1.4367946571387855
2941.787140235664,0.001266085038304993,0.006816935092194506,5.3632282136037475
7630.300099031261,0.002317953323536473,0.004510478719687147,1.474187338219186
2780.6360581023428,0.0031597451318486802,0.004275486215203246,6.028945825090464
9812.887912623144,0.000253622721935919,0.0033294057526599753,9.949018239578132
5284.407714781863,0.00926029587393976,0.007812991904335063,8.622606450794786
6246.199064494771,0.006655055145487838,0.004832028732491023,7.806797705639112
3313.0331767513644,0.0031560819637642644,0.008982332269208707,1.5623348580622267
4617.615127253091,0.008506273265075635,0.003962797244605899,8.940030986850761
2845.0476654174267,0.008574061532276214,0.009530386814463172,9.95684319264687
5082.551317052451,0.003407331583734713,0.0012286997950171608,3.5732678943231213
1677.9719753119746,0.0030601364922152284,0.009073851621744837,9.06085789711054
892.5935637227717,0.0032798055061836885,0.005826455970961969,5.84958973439406
5427.620637731609,0.009232426713001507,0.005422181741277991,6.877207892581619
1924.2938862793671,0.0004608604652553594,0.00870787547650886,1.3472543105772943
781.4493457126046,0.001061085898709848,0.008260116178161983,9.963322842207843
3533.8238446294376,0.007058344837770973,0.004158995318213314,3.2116820194051097
1943.8424258492157,0.0037779934523939932,0.002689761292919403,0.12677045703704373
5581.848038649016,0.004923572849762632,0.005390310445829212,6.459912333184211
8195.723973404245,0.0016394305356865777,0.006087277396416875,7.234692469219228
1326.7815387355838,0.006475879629603235,0.00562472197189152,8.325755089407032
6725.858267060215,0.0007423888259349217,0.001105446828533521,8.77718146405919
7593.925473605067,0.004892348950270404,0.007337300400123337,1.8883657561035956
2337.0863202150763,0.0014944953331741037,0.0030823930264908704,4.571588403702105
9849.472873296996,0.007280365607333262,0.005084315420778711,9.889920520374783
4814.564798917854,0.006087040771027921,0.006612951259550588,9.379651616593067
1504.7785986143906,0.004676252735978919,0.008330894191537718,8.915449037905853
8754.86454115517,0.0008841800850243758,0.009159819437888992,1.016835362669387
2324.517355994576,0.006403249645953682,0.002985514548900916,9.552092331510417
4559.684043381294,0.0055209632074431,0.002035745824997869,8.748677010167151
8217.62584927499,0.0058810125043851705,0.0038022925921803786,2.492645042757471
9185.99119508096,0.0001477736144895279,0.0011467057352382802,6.260638864848894
1281.3559250757671,0.008376455098461204,0.0092325229372002,0.7543287001350614
2483.054761869872,0.002768070073960713,0.007818144858882515,6.6534422118188505
1713.9803137689526,0.007830494102736346,0.0070196224108579975,0.693697766571686
2662.605603052001,0.0092777928585442,0.002355356195256681,6.231991444355684
4649.1142038486005,0.004889774721822036,0.0019934326976517474,3.908191908859767
8727.473517610071,0.005909672690048638,0.00536128572628882,3.157492565440189
230.51254210957993,0.002328760719101183,0.004854590803665365,8.17338632967272
3620.8291431604916,0.0071471421046000235,0.006933568751606301,2.8595735294860787
4083.0430215668225,0.005203361175081755,0.002108458527225781,3.5077312654976303
555.3893821772162,0.002258473388135603,0.008723426296543213,7.767494039534027
1939.10067575954,0.0019348185794708852,0.005991715038013257,9.298896091350942
8948.057200127138,0.005575207541364669,0.004825631381152167,2.3074388514468955
580.4261293569057,0.0029407304233075174,0.008993557828700097,5.726507122212978
465.15368704742696,0.002064780642279998,0.0020746439188437525,8.715568174892477
5960.411714934666,0.00015380713519187907,0.003049575141567438,9.136162617234506
1951.0786993873937,0.0035068159200294493,0.008390587273136955,1.567347901600585
2998.0606466530567,0.003310532692752821,0.00340076060313713,0.28032483490669596
4122.643460415617,0.0013795699502644496,0.0064281850146696625,1.1156445107435682
4901.385938736811,0.006185282493205145,0.007205137692239384,3.9681612992451205
4796.184411159118,0.009886897978884923,0.003300030101581158,4.3293060121906795
5160.69525206585,0.007592676192604773,0.0027248209924525,7.025532307029658
1869.1243093407395,0.009591065006067016,0.008836051711897074,9.59913621824821
5688.000333997424,0.007637204259790662,0.009603745086505244,7.433616846625396
8722.769091265543,0.008311154668445425,0.0028788955796269686,3.4118635235632575
807.5540721463095,0.0007120831302238987,0.006063755824282334,9.872697660570196
1386.2213994498654,0.005348558389712433,0.009050037015457538,7.620658459439635
5297.906814714366,0.00948886698800914,0.0034227102304695543,3.204164521750025
2964.3247620179254,0.007437893971544499,0.008689149978383427,9.633939405537262
426.35224885135216,0.007422553045482958,0.008808754354869164,9.219261920032027
8340.692818793575,0.006633021400933175,0.001572179633432679,7.926388342358918
5161.9839444250765,0.008188659545651978,0.003444703428765571,4.614442825711254
8490.451386602153,0.006561177762340916,0.008893788750957362,1.7790835700849872
713.6615222356711,0.005415239528606224,0.009999577228780424,7.080546383194027
2566.0492222469265,0.004078077070554161,0.006058076204247125,4.5998565664664754
7155.316712402788,0.002686637160303423,0.005796676781701604,6.119270380760207
1308.4450631139966,0.009068350493824344,0.006922352135178483,6.8582758169751745
955.7978386299075,0.005698958122991832,0.002672120069513835,8.455747385539164
5298.822229591157,0.0009603376219094413,0.009613281785634805,3.2371471754991723
9947.290119392304,0.0005688090185146506,0.00420959645701577,9.2333247049942
1672.1277242104889,0.009143150650371168,0.008475051813352152,0.6628314509855805
191.1580652503862,0.0024953448111234306,0.0079113327981714,8.883668888180875
7382.423584882087,0.0020320181375285463,0.005026486426069927,5.954384999585576
3306.8664576789192,0.007421651325104914,0.008689026897197494,8.730363373736914
9916.357296853519,0.007779427244222425,0.004781352708852701,4.061530251239981
5148.211236836731,0.0013334473648873872,0.0015049377687691567,0.42460971486780563
1132.12267984475,0.004515769135084221,0.004431833947793458,0.8219731493968517
214.40759184570325,0.0008083430113759554,0.0024496995979627414,0.33503080909456673
1522.6439348491685,0.009641880646750253,0.004060403241090804,0.7377944439866958
680.8692703639066,0.002453266822241863,0.004661035668676621,5.493238059000603
2533.9002914515454,0.00720009508482736,0.009905503484900848,5.093543818688054
7592.636583935212,0.0013583088241548304,0.009022950720728978,3.0079772571408867
181.75311830277167,0.0038485237963874004,0.006557610957052898,7.053525280365409
9632.074578323696,0.002381260801820303,0.005637562248735208,4.7021996713624326
9107.872690144572,0.008655224645710944,0.00977045180765837,9.109184338772637
8413.886862550416,0.008143658882832848,0.0011443309098453155,6.302051814563996
6563.210791823397,0.009052351361007386,0.008287444491031727,2.345249916417887
2241.614050000984,0.005176894275068177,0.00455962441478841,7.1121707368372675
8957.378520296923,0.0085808356541982,0.005603474163407795,8.098687049412689
6675.333045867992,0.001017983479626427,0.00424227375813598,9.711877658325006
8365.119032587334,0.001650249451494269,0.007570925606972633,2.5595109102718303
3004.67948157187,0.004043946334193685,0.004934675352473387,5.098385938635608
7681.848684639064,0.005265663961236693,0.0073819736793219685,5.60748023234915
1944.210057744491,0.008184573569074788,0.003443966213512056,4.971227464510835
2107.7447598689737,0.004026329028753729,0.001004901201631958,6.77007883185377
4141.588880891351,0.0019986774140770274,0.0065219389109793385,3.0138957253606904
377.9623295652856,0.003619792794981467,0.003369519361303389,8.595686545186604
7278.203922589116,0.00853879682992872,0.009738343489193384,8.460837678406214
8252.670306428856,0.0029942237676579622,0.002342932056618844,3.49809165336804
5966.851574076059,0.00909147526889974,0.007473350715180488,9.241466277143603
1433.547156846249,0.006981667167456316,0.001607888362297677,9.932558661775152
9660.487262827444,0.009668469653584961,0.006331168191768088,0.604251450509231
5403.045525058973,0.006619666059287968,0.003870145229813127,3.774247267352772
6669.217276872598,0.006081287144135862,0.003238645600870705,6.598996375180633
5415.452887708284,0.0008425325898321616,0.0015390740651453278,8.98452109763703
